学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质,985工程_加入时间,985工程_入选批次,985工程_共建部门,985工程_期数,985工程_协议签署时间,985工程_实力梯队,双一流建设,双一流建设_第一轮,双一流建设_第一轮_类别,双一流建设_第二轮,双一流建设_第二轮_学科名单,骨干高职,骨干高职_重点建设专业,示范性高职,示范性高职_重点建设专业,教育部直属,中央部委直属,强基计划,双高计划,学校类别,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程,预算总收入（亿元，2022年）,本年度收入（亿元，2022年）,财政拨款数（亿元，2022年）,财政拨款占比（2022年）,人工补全记录
陇南师范高等专科学校,4162011806.0,甘肃省,甘肃省,陇南市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1937.0,甘肃省陇南市成县河东区陇南路34号,http://www.lntc.edu.cn,陇南师专,,1036.0,0.0,0.0,,,,,
定西师范高等专科学校,4162011808.0,甘肃省,甘肃省,定西市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1959.0,甘肃省定西市安定区定临路4号,,定西师专,,805.0,0.0,0.0,,,,,
甘肃建筑职业技术学院,4162012511.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,甘肃省兰州市七里河区晏家坪三村200号,http://www.gcvtc.edu.cn/,甘肃建院,,312.0,0.0,0.0,,,,,
酒泉职业技术学院,4162012539.0,甘肃省,甘肃省,酒泉市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,旅游管理、机电一体化、种子生产与经营、水利工程,0.0,,0.0,0.0,0.0,1.0,综合类,1983.0,甘肃省酒泉市肃州区解放路66号,http://www.jqzy.edu.cn/,酒泉职院,,2129.0,0.0,0.0,,,,,
兰州外语职业学院,4162012832.0,甘肃省教育厅,甘肃省,兰州市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1998.0,甘肃省兰州市和平开发区薇乐大道137号,http://www.lzwyedu.com/,,,1550.0,0.0,0.0,,,,,
兰州职业技术学院,4162012833.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1904.0,"总校区：甘肃省兰州市安宁区刘沙公路37号,雁儿湾校区：甘肃省兰州市城关区雁儿湾路191号",http://www.lvu.edu.cn,兰职,,462.0,0.0,0.0,,,,,
甘肃警察职业学院,4162012834.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1949.0,"左家湾校区：甘肃省兰州市城关区大砂坪左家湾169号,魏家庄校区：甘肃省兰州市皋兰县石洞镇魏家庄",http://www.gsjcxy.com,,,2000.0,0.0,0.0,,,,,
甘肃林业职业技术学院,4162012835.0,甘肃省,甘肃省,天水市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,林业技术、水土保持、环境监测与治理技术、工程测量技术,0.0,0.0,0.0,0.0,农林类,1956.0,甘肃省天水市麦积区麦积大道200号,http://www.gsfc.edu.cn,甘肃林业职院,,1150.0,0.0,0.0,,,,,
甘肃工业职业技术学院,4162012836.0,甘肃省,甘肃省,天水市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1979.0,甘肃省天水市麦积区花牛镇18号,http://www.gipc.edu.cn,甘肃工院,,325.0,0.0,0.0,,,,,
武威职业学院,4162013518.0,甘肃省,甘肃省,武威市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,机电一体化技术、光伏发电技术及应用、旅游管理、设施农业技术,0.0,,0.0,0.0,0.0,0.0,综合类,1915.0,甘肃省武威市凉州区皇台路102号,http://www.wwoc.cn,武职院,,1594.0,0.0,0.0,,,,,
甘肃交通职业技术学院,4162013519.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1956.0,"校本部：甘肃省兰州市安宁区邱家湾128号,东校区：甘肃省兰州市城关区雁滩路3918号",https://zsjy.gsjtxy.edu.cn/,,甘肃省交通学校,1052.0,0.0,0.0,,,,,
甘肃农业职业技术学院,4162013954.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1907.0,甘肃省兰州市城关区段家滩425号,http://www.gscat.edu.cn/home/,甘肃农职院,,330.0,0.0,0.0,,,,,
甘肃畜牧工程职业技术学院,4162013955.0,甘肃省,甘肃省,武威市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1952.0,甘肃省武威市黄羊镇学院路70号,http://www.xmgcedu.cn/,,,2200.0,0.0,0.0,,,,,
甘肃钢铁职业技术学院,4162014131.0,甘肃省,甘肃省,嘉峪关市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1978.0,"东湖校区：甘肃省嘉峪关市体育大道2222号,兰新校区：甘肃省嘉峪关市五一南路356号",http://www.gsgtzy.cn/,甘钢院,,855.0,0.0,0.0,,,,,
甘肃机电职业技术学院,4162014319.0,甘肃省,甘肃省,天水市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1973.0,甘肃省天水市秦州区赤峪路107号,http://www.gsjdxy.com/,,,669.0,0.0,0.0,,,,,
甘肃有色冶金职业技术学院,4162014375.0,甘肃省,甘肃省,金昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2010.0,甘肃省金昌市天津路101号,http://www.gsysyj.org/,甘肃冶金学院,,716.0,0.0,0.0,,,,,
白银矿冶职业技术学院,4162014376.0,甘肃省,甘肃省,白银市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2011.0,甘肃省白银市白银区南环路1号,http://www.bymu.cn,,,830.0,0.0,0.0,,,,,
甘肃卫生职业学院,4162014517.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1956.0,"甘肃省兰州市新区职教园区九龙江街1666号,五里铺校区：甘肃省兰州市城关区东岗西路60号",http://www.gswx.com.cn/,甘卫院,,1050.0,0.0,0.0,,,,,
兰州科技职业学院,4162014518.0,甘肃省教育厅,甘肃省,兰州市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1996.0,甘肃省兰州市定远东部科技新城园区大道1号,http://www.lzkjedu.com/,,,230.0,0.0,0.0,,,,,
庆阳职业技术学院,4162014551.0,甘肃省,甘肃省,庆阳市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1975.0,甘肃省庆阳市西峰区长庆大道南段,http://www.qyvtc.com,庆职院,,257.0,0.0,0.0,,,,,
临夏现代职业学院,4162014552.0,甘肃省,甘肃省,临夏州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,甘肃省临夏市北滨河东路50号,http://www.lxxdzy.com,,,541.0,0.0,0.0,,,,,
兰州现代职业学院,4162014594.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2016.0,甘肃省兰州新区职教园区（兰州新区九龙江街500号）,https://www.lzmvc.edu.cn/,兰州现代学院,,2700.0,0.0,0.0,,,,,
平凉职业技术学院,4162014595.0,甘肃省,甘肃省,平凉市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2016.0,甘肃省平凉市崆峒区泾河南路16号,http://www.plvtc.cn/,,,600.0,0.0,0.0,,,,,
培黎职业学院,4162014738.0,甘肃省,甘肃省,张掖市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2020.0,甘肃省张掖市山丹县新城区培黎路,http://www.plzyxy.com/,,,961.0,0.0,0.0,,,,,
兰州航空职业技术学院,4162014771.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,2021.0,甘肃省兰州市安宁区万新路274号,http://www.lzavu.cn/,,,650.0,0.0,0.0,,,,,
白银希望职业技术学院,4162014772.0,甘肃省教育厅,甘肃省,白银市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,其他,2021.0,甘肃省白银市银西生态产业园南京路,http://www.byhvatc.com/,,,650.0,0.0,0.0,,,,,
甘肃财贸职业学院,4262051378.0,甘肃省,甘肃省,兰州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2016.0,甘肃省兰州新区职教园区海河街766号,https://www.gscmxy.edu.cn/,,,1200.0,0.0,0.0,,,,,
青海大学,4163010743.0,青海省,青海省,西宁市,本科,公办,,,,,,,1.0,0.0,,1.0,生态学,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,青海省西宁市宁大路251号,https://www.qhu.edu.cn/,QHU,,3000.0,0.0,1.0,10.73,9.02,,,
青海师范大学,4163010746.0,青海省,青海省,西宁市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1956.0,"城北校区：青海省西宁市城北区海湖大道延长段38号,城西校区：青海省西宁市城西五四西路38号",http://www.qhnu.edu.cn,青海师大,,1500.0,0.0,0.0,9.34,7.16,,,
青海民族大学,4163010748.0,青海省,青海省,西宁市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,民族类,1949.0,青海省西宁市城东区八一中路3号,https://www.qhmu.edu.cn/,青海民族学院,青海民族学院,1312.0,0.0,0.0,8.6,4.93,,,
青海大学昆仑学院,4163013674.0,青海省教育厅,青海省,西宁市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2004.0,青海省西宁市城北区宁张路175号,https://klc.qhu.edu.cn/,青大昆院,,260.0,0.0,0.0,,,,,
青海卫生职业技术学院,4163012562.0,青海省,青海省,西宁市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1948.0,青海省西宁市七一路340号,https://www.qhwszy.edu.cn/,,,590.0,0.0,0.0,,,,,
青海警官职业学院,4163012852.0,青海省,青海省,西宁市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,2000.0,青海省西宁市城中区建新巷22号,https://www.qhjyedu.com/,,,136.0,0.0,0.0,,,,,
青海农牧科技职业学院,4163012972.0,青海省,青海省,西宁市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,畜牧兽医、动物防疫与检疫、植物保护（草原与饲料）、农业经济管理,0.0,0.0,0.0,0.0,其他,1940.0,湟源校区：青海省西宁市湟源县西大街13号,http://qhxmzy.good-edu.cn/,青牧职院,青海畜牧兽医职业技术学院,306.0,0.0,0.0,,,,,
青海交通职业技术学院,4163012973.0,青海省,青海省,西宁市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,道路桥梁工程技术、汽车运用技术、工程造价,0.0,,0.0,0.0,0.0,0.0,理工类,1976.0,青海省西宁市城北区生物园区经二路66号,http://www.qhctc.edu.cn/,青海交职院,,628.0,0.0,0.0,,,,,
青海建筑职业技术学院,4163012974.0,青海省,青海省,西宁市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1978.0,青海省西宁市南川西路96号,http://www.qhavtc.edu.cn/,,,141.0,0.0,0.0,,,,,
西宁城市职业技术学院,4163014519.0,青海省,青海省,西宁市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2016.0,青海省西宁市城北区宁张路295号,http://www.xncy.edu.cn/default.html,西宁城院,,392.0,0.0,0.0,,,,,
青海高等职业技术学院,4163014520.0,青海省,青海省,海东市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2014.0,青海省海东市乐都区七里店,http://www.qhvtc.edu.cn/,,,600.0,0.0,0.0,,,,,
青海柴达木职业技术学院,4163014521.0,青海省,青海省,海西蒙古族藏族自治州,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2014.0,青海省海西州德林哈市都兰西路32号,http://www.qhcdmzy.com.cn,,,900.0,0.0,0.0,,,,,
宁夏大学,4164010749.0,宁夏回族自治区,宁夏回族自治区,银川市,本科,公办,,,,,,,1.0,0.0,,1.0,化学工程与技术,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,宁夏回族自治区银川市西夏区贺兰山西路489号,https://www.nxu.edu.cn/,,,2938.0,0.0,1.0,13.63,10.25,,,
宁夏医科大学,4164010752.0,宁夏回族自治区,宁夏回族自治区,银川市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1958.0,宁夏回族自治区银川市兴庆区胜利街1160号,http://www.nxmu.edu.cn/,宁夏医学院,宁夏医学院,1700.0,0.0,0.0,1.4,4.52,,,
宁夏师范学院,4164010753.0,宁夏回族自治区,宁夏回族自治区,固原市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1975.0,宁夏回族自治区固原市原州区新区学院路,http://www.nxtu.cn,宁夏师院,,1392.0,0.0,0.0,3.23,2.56,,,
北方民族大学,4164011407.0,国家民委,宁夏回族自治区,银川市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,综合类,1984.0,宁夏回族自治区银川市西夏区文昌北街204号,https://www.nmu.edu.cn/,北民大,,1624.0,0.0,0.0,13.48,9.11,,,
宁夏理工学院,4164012544.0,宁夏回族自治区教育厅,宁夏回族自治区,石嘴山市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1985.0,宁夏回族自治区石嘴山市大武口区山水大道学院路1号,http://www.nxist.com/views/font/homepage.form,,,1500.0,0.0,0.0,,,,,
宁夏大学新华学院,4164013325.0,宁夏回族自治区教育厅,宁夏回族自治区,银川市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2002.0,宁夏回族自治区银川市西夏区贺兰山西路686号,http://xinhua.nxu.edu.cn/,,,877.0,0.0,0.0,,,,,
银川能源学院,4164013820.0,宁夏回族自治区教育厅,宁夏回族自治区,银川市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1999.0,宁夏回族自治区银川市永宁县王太堡,http://www.ycu.com.cn/,,银川科技职业学院,1492.0,0.0,0.0,,,,,
银川科技学院,4164014200.0,宁夏回族自治区教育厅,宁夏回族自治区,银川市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2005.0,宁夏回族自治区银川市西夏区金波北街培华路1号,http://www.cumtyc.com.cn/,中矿大银川学院,中国矿业大学银川学院,981.0,0.0,0.0,,,,,
宁夏民族职业技术学院,4164012716.0,宁夏回族自治区,宁夏回族自治区,吴忠市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,民族类,1952.0,宁夏回族自治区吴忠市利通区教育园区,http://www.nxmzy.com.cn/,宁夏民族学院,,1000.0,0.0,0.0,,,,,
宁夏工业职业学院,4164012837.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1981.0,宁夏回族自治区银川市西夏区朔方路5号,,,,165.0,0.0,0.0,,,,,
宁夏职业技术学院,4164013086.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,生物技术及应用、畜牧兽医、热能动力设备与应用,0.0,0.0,0.0,1.0,综合类,2002.0,宁夏回族自治区银川市西夏区文萃路宁夏职业教育园区,http://www.nxtc.edu.cn/,宁职,,1650.0,0.0,0.0,,,,,
宁夏工商职业技术学院,4164013087.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,清真烹饪工艺与营养、物流管理、应用化工技术,0.0,,0.0,0.0,0.0,1.0,财经类,1951.0,宁夏回族自治区银川市西夏区大连西路531号,http://www.nxgs.edu.cn/,宁夏工商学院,,1306.0,0.0,0.0,,,,,
宁夏财经职业技术学院,4164013088.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,物业管理、市场营销,0.0,0.0,0.0,0.0,财经类,1958.0,宁夏回族自治区银川市西夏区学院西路31号,http://www.nxcy.edu.cn/,,,577.0,0.0,0.0,,,,,
宁夏警官职业学院,4164013089.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1980.0,宁夏回族自治区银川市西夏区学院东路350号,http://www.nsjy.com.cn/,宁夏警院,"宁夏司法警官职业学院,宁夏警官职业学院",455.0,0.0,0.0,,,,,
宁夏建设职业技术学院,4164013151.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2002.0,宁夏回族自治区银川市西夏区学院东路355号,http://www.nxjy.edu.cn/,宁夏建设学院,,300.0,0.0,0.0,,,,,
宁夏葡萄酒与防沙治沙职业技术学院,4164014377.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1985.0,宁夏回族自治区银川市永宁三沙源国际生态旅游区南侧,http://www.nxfszs.cn,,"宁夏防沙治沙职业技术学院,宁夏葡萄酒与防沙治沙职业技术学院",2000.0,0.0,0.0,,,,,
宁夏幼儿师范高等专科学校,4164014498.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1975.0,宁夏回族自治区银川市兴庆区滨河新区国际科教城,http://www.nxpec.edu.cn,宁夏幼专,,516.0,0.0,0.0,,,,,
宁夏艺术职业学院,4164014522.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1979.0,宁夏回族自治区银川市西夏区同心北路666号,http://www.nxyszyxy.com/,宁夏艺校,,220.0,0.0,0.0,,,,,
宁夏体育职业学院,4164014624.0,宁夏回族自治区,宁夏回族自治区,银川市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,体育类,2017.0,宁夏回族自治区银川市西夏区学院东路360号,https://www.nxtzy.com.cn/,,,450.0,0.0,0.0,,,,,
石嘴山工贸职业技术学院,4164014739.0,宁夏回族自治区,宁夏回族自治区,石嘴山市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2020.0,宁夏回族自治区石嘴山市大武口区星光大道南8号,http://www.nxszsgm.com/,,,1100.0,0.0,0.0,,,,,
新疆大学,4165010755.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,1.0,1.0,B类,1.0,马克思主义理论、化学、计算机科学与技术,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1924.0,"校本部：新疆维吾尔自治区乌鲁木齐市胜利路666号,北校区：新疆维吾尔自治区乌鲁木齐市西北路134号",http://www.xju.edu.cn,"新大,XJU",,3709.0,0.0,1.0,13.24,13.24,,,
塔里木大学,4165010757.0,新疆生产建设兵团,新疆维吾尔自治区,阿拉尔市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,新疆维吾尔自治区阿拉尔市塔里木大道东1487号,https://www.taru.edu.cn/,塔大,,2613.0,0.0,0.0,,,,,
新疆农业大学,4165010758.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1952.0,新疆维吾尔自治区乌鲁木齐市农大东路311号,http://www.xjau.edu.cn,新疆农大,,6000.0,0.0,0.0,8.17,8.17,,,
石河子大学,4165010759.0,新疆生产建设兵团,新疆维吾尔自治区,石河子市,本科,公办,,,,,,,1.0,0.0,,1.0,化学工程与技术,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1949.0,新疆维吾尔自治区石河子市北四路,http://www.shzu.edu.cn/,,,2703.0,0.0,1.0,,,,,
新疆医科大学,4165010760.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1954.0,"雪莲山校区：新疆维吾尔自治区乌鲁木齐市水磨沟区尚德北路567号,新医路校区：新疆维吾尔自治区乌鲁木齐市新医路393号",http://www.xjmu.edu.cn/,新疆医大,新疆医学院,2165.0,0.0,0.0,13.66,13.66,,,
新疆师范大学,4165010762.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1978.0,"温泉校区：新疆维吾尔自治区乌鲁木齐市水磨沟区观景路100号,昆仑校区：新疆维吾尔自治区乌鲁木齐市新医路102号",https://www.xjnu.edu.cn/,"新疆师大,新疆师范",,2435.0,0.0,0.0,8.01,8.01,,,
喀什大学,4165010763.0,新疆维吾尔自治区,新疆维吾尔自治区,喀什地区,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1962.0,"高台校区：新疆维吾尔自治区喀什市学院路29号,新泉校区：新疆维吾尔自治区喀什市东城区学府大道",http://www.ksu.edu.cn/,喀大,喀什师范学院,2491.0,0.0,0.0,4.38,4.38,,,
伊犁师范大学,4165010764.0,新疆维吾尔自治区,新疆维吾尔自治区,伊犁哈萨克自治州,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1948.0,新疆维吾尔自治区伊宁市解放西路448号,https://www.ylnu.edu.cn/,伊犁师范,伊犁师范学院,1278.0,0.0,0.0,4.69,4.69,,,
新疆财经大学,4165010766.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1950.0,新疆维吾尔自治区乌鲁木齐市北京中路449号,http://www.xjufe.edu.cn/,新疆财大,,946.0,0.0,0.0,5.21,0.0,,,
新疆艺术学院,4165010768.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1958.0,新疆维吾尔自治区乌鲁木齐市团结路734号,http://www.xjart.edu.cn/,XJArt,,1000.0,0.0,0.0,1.68,1.68,,,
新疆工程学院,4165010994.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,"主校区：新疆维吾尔自治区乌鲁木齐市经济技术开发区（头屯河区）科创路1350号 ,南昌路校区：新疆维吾尔自治区乌鲁木齐市南昌路236号",http://www.xjie.edu.cn/,新疆工业高等专科学校,,1930.0,0.0,0.0,4.64,4.64,,,
昌吉学院,4165010997.0,新疆维吾尔自治区,新疆维吾尔自治区,昌吉回族自治州,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1959.0,"北校区：新疆维吾尔自治区昌吉市北京北路77号,南校区：新疆维吾尔自治区昌吉市世纪大道南路9号",http://www.cjc.edu.cn/,,,1209.0,0.0,0.0,5.34,5.34,,,
新疆警察学院,4165012734.0,新疆维吾尔自治区,新疆维吾尔自治区,乌鲁木齐市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1950.0,"长沙路校区：新疆维吾尔自治区乌鲁木齐市新市区长沙路1108号,米东校区：新疆维吾尔自治区乌鲁木齐市米东区柏河乡开泰北路5428号",http://www.xjpcedu.cn/,新警院,新疆警官高等专科学校,1209.0,0.0,0.0,1.58,1.58,,,
新疆理工学院,4165013558.0,新疆维吾尔自治区,新疆维吾尔自治区,阿克苏地区,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2015.0,新疆维吾尔自治区阿克苏市学府西路1号,http://www.xjistedu.cn/,新大科院,新疆大学科学技术学院,3000.0,0.0,0.0,2.71,2.71,,,
新疆农业大学科学技术学院,4165013559.0,新疆维吾尔自治区教育厅,新疆维吾尔自治区,乌鲁木齐市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,2002.0,乌鲁木齐市沙区农大东路110号,,,,,0.0,0.0,,,,,LJJ_20221213
新疆第二医学院,4165013560.0,新疆维吾尔自治区,新疆维吾尔自治区,克拉玛依市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,2003.0,新疆维吾尔自治区克拉玛依市胜利路12号,https://www.xjsmc.edu.cn/,,新疆医科大学厚博学院,1100.0,0.0,0.0,,,,,
新疆科技学院,4165013561.0,新疆维吾尔自治区,新疆维吾尔自治区,巴音郭楞蒙古自治州,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2004.0,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市金河路360号,http://www.xjust.edu.cn/,,新疆财经大学商务学院,3070.0,0.0,0.0,2.32,2.32,,,
新疆政法学院,4165013628.0,新疆生产建设兵团,新疆维吾尔自治区,图木舒克市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,2021.0,新疆维吾尔自治区图木舒克市前海东街52号,http://www.xjzfu.edu.cn,新疆政法.兵团警官，新疆政法大学,"石河子大学科技学院,新疆兵团警官高等专科学校",2600.0,0.0,0.0,,,,,
新疆天山职业技术大学,4165013727.0,新疆维吾尔自治区教育厅,新疆维吾尔自治区,乌鲁木齐市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1993.0,新疆维吾尔自治区乌鲁木齐市水磨沟区观园路1066号,http://www.xjtsxy.cn,天山学院,新疆天山职业技术学院,700.0,0.0,0.0,,,,,
